Number,Months_Exp:Skills
"33853:0":[Jira,Subversion,Scrum]
"29536:31":[]
"19299:0":[ASP.NET Web Forms,C#,Java,MS SQL,HTML,CSS,JavaScript,AJAX,ADO.NET,DevExpress controls,Visual Studio 2005/2008,Eclipse EE,SVN,VB.NET,HTML5,CSS3,jQuery,XML,LINQ,Web services,Telerik controls,Visual Studio 2010/2012,TFS,SCRUM,SOLID,Selenium Web Driver]
"17275:48":[]
"52658:0":[]
"7544:36":[]
"12255:192":[]
"4209:128":[]
"34383:0":[]
"42844:39":[]
"27353:21":[Net Beans 6.5,Apache Tomcat 6.0.8,OracleXE,Hibernate,JSP,Flex Builder,Flex,Eclipse,J-Boss,Oracle10g,Struts,Net Beans 6.5,Hibernate,Spring,Flex,Android 2.2 API,SF developing tools,SalesForce,Apex,VisualForce]
"27333:0":[]
"23321:76":[]
"22464:123":[Java,Spring3,Hibernate3,JPA,Maven2,JBoss,JBPM,Jaxp,XPath,XSLT,SQL,SQLDeveloper,SoapUI,Altova XML Spy,Delphi 7,Firbird 2.0,Servlet API,Spring2,SpringSecurity,Struts2,Terracotta,EhCache,Drools,JasperReports,Reflection API,XStream,JavaMail,JMX,Bouncy Castle Crypto API,JavaScript,Amazon S3 API,JQuery,JQuery UI,SQL,PHP4,Interbase 5.6,Firbird 1.5,BDE,FidoNet,Kerio MailServer,Windows desktops and Windows Server 2000/2003]
"37393:65":[]
"38321:0":[]
"112:59":[]
"33860:60":[]
"10069:0":[]
"36350:0":[]
"56169:0":[]
"16184:712":[]
"40997:0":[]
"2962:252":[]
"24229:40":[]
"18673:24":[CSS,HTML,PHP,Js,Ajax,Jquery,SQL,SQL]
"28403:0":[]
"43757:96":[]
"2042:90":[]
"37315:0":[]
"42830:35":"[Server side: Java 6 IDE: Eclipse Juno,JBoss,Ant,Oracle + Hibernate. Client side: C#,.NET 4.0,DevExpress 2012,WinForms,Active Reports 6,Active Query Builder,Continuous Integration,ASP.NET WebForms,VB.NET,Crystal Reports,WebServices,DB: MS SQL Server 2008]"
"37985:0":[]
"54412:0":[]
"20061:0":[]
"8601:0":[]
"46073:0":[]
"56886:0":[]
"19045:0":[]
"11407:100":[]
"32926:104":[]
"53448:0":[]
"55304:0":[]
"54614:0":[]
"11652:387":[]
"20506:0":[]
"45786:12":[smoke testing,functional testing,regression testing,SQL,SOAP,UML,JIRA,Redmaine,SVN,MS Access 2010,MS SQL Server 2008 R2,tech. docments (tech.maps,instructions,guidelines),VMware,mobile emulators,Git,Joxi,WhatFont,IETester,TotalValidator-check for HTML and CSS,Selenium IDE,GeoSerfToolbar (localization),Firebug for FF,UserAgent (mobile emulator),WMware,LinkTester]
"10946:17":[]
"22227:156":[]
"18302:0":[]
"41792:0":[]
"14743:72":[]
"18576:104":[AutoCAD,]
"56082:0":[]
"2236:0":[]
"9775:72":[]
"53725:0":[]
"25254:126":[]
"40345:0":[NET Framework 4.5,ASP.NET MVC 5,ASP.NET Web API,Nancy,Rhino Service Bus,Durandal.js,Knockout.js,JQuery]
"49441:112":[]
"28361:72":[]
"31957:45":[]
"7319:25":[]
"53398:36":[Ruby on Rails,jQuery,MySQL,MongoDB]
"18777:36":[]
"361:0":[]
"34514:33":[]
"21845:0":[]
"49225:176":[Borland Delphi 5.0,Interbase 5-6,Client part was developed by Delphi 6,server part --- by Oracle 8,J2EE jsdk 1.4 under Tomcat 5.0 application---s server,Delphi 7.0 --- Oracle 10/11]
"24090:63":[]
"1893:10":[]
"49322:0":[]
"25463:15":[]
"3604:131":[]
"5084:48":[]
"2532:107":[]
"14174:84":[]
"45434:0":[]
"51030:0":[]
"41525:6":[]
"28773:81":[]
"23614:19":[]
"36031:0":"[Technologies: .NET 2.0/ 3.5,C#,ASP.NET,HTML,CSS,JavaScript,Ajax,ADO.NET,MSSQL,TFS,]"
"44599:0":[]
"7603:60":[]
"34709:0":[]
"35514:73":[]
"42097:189":[C++,C++ Builder,Delphi,PHP (Joomla,Smarty),PERL,Java Script,Oracle (simple SQL queries),SilkTest,PHP+MySQL,Assembler,FoxPro 2.0 - 2.5]
"16271:0":[]
"18255:60":[]
"29574:0":[]
"35416:0":[]
"42091:27":[]
"44591:0":[]
"55504:72":[]
"19169:152":[Delphi,C++,Oracle,XML,PHP,MySQL,HTML,CSS,JavaScript]
"37257:0":[]
"48597:60":[]
"28641:46":[]
"34810:0":[]
"12558:24":[]
"8535:0":[]
"46660:0":[]
"16548:0":[]
"50244:0":[]
"26607:0":[MySQLQueryBrowser,google docs,jira]
"3608:48":[]
"12324:252":[]
"34498:80":[]
"10345:128":[]
"53025:12":[]
"56625:0":[]
"51530:10":[]
"684:3":[]
"32028:0":[]
"19615:12":[]
"45003:0":[]
"50247:0":[]
"20732:0":[]
"25572:11":[]
"1696:0":[]
"29167:0":[Selenium Webdriver. Java,Groovy. JUnit,Maven,SoapUI,JMeter,Git,FireBug,QTP. VBScript,Selenium RC,TestNG,QTP,SVN,FireBug. Java,VBS,XPath,VBScript]
"19840:0":[]
"44403:56":[]
"17401:0":[]
"57007:0":[]
"51473:0":[]
"42474:0":[]
"13044:0":[]
"16130:0":[]
"28688:0":[]
"50144:0":[]
"18655:0":[PHP,ColdFusion,MSSQL 2000,HTML,JavaScript,FuseBox]
"30772:79":[]
"45950:0":[]
"38486:0":[]
"17944:123":[]
"56255:32":[HTML,SoftTest,MS SQL,JIRA,SVN]
"10964:76":[]
"5213:17":[]
"18461:0":[]
"51334:24":[]
"27429:0":[]
"18922:0":[]
"35776:24":[]
"5977:0":[]
"47561:33":[]
"37198:0":[]
"17869:0":[]
"15442:16":[]
"4962:29":[]
"7850:48":[]
"42740:0":[]
"53154:0":[]
"38165:39":[]
"6649:48":[]
"7111:0":[]
"33235:96":"[Java (LibGDX),FaceBook API. Server: Java (Netty,ProtoBuf,FireBird),Delphi,MS SQL Server]"
"53958:12":[]
"42385:80":[]
"37709:14":[j2ee,EJB,xsl,xml,sql,JDBC,Spring MVC,JSP,SQL,Apache Tomcat,jQuery,HTML,CSS]
"54239:0":[]
"12100:0":[]
"53444:228":[]
"5526:0":[]
"27435:0":[Delphi,Oracle,Pervasive Btrieve,syntax analyzer,XML]
"47537:96":[]
"54573:0":[]
"23611:99":[PHP,JavaScript,HTML,DHTML,CSS,MySQL,Adobe Photoshop,Microsoft Windows (95-Vista),Microsoft Windows Server 2003 (Active Directory,DHCP,DNS,FTP,WINS),LINUX,MSSQL,1C,IS-Pro,Best Zvit,client banks,Liga,telephony.  PHP,Adobe Photoshop,Wiki-markup]
"55717:27":[]
"26011:0":[]
"57106:0":[Delphi (Oracle DB),C++ (Sybase DB),ASP.Net (C#),XML,Database Oracle 10j,Crystal Reports]
"52868:0":[]
"36135:45":[Java,J2EE,Lucene,Java Server Faces (JSF) &amp,JQuery,Flex 4,SOAP and Rest based web service &amp,LDAP,JBPM,Spring2.0,GWT,Hibernate3,Web Services,JSP and Servlets,J2SE,Struts,JSP,HTML,Java Script,Oracle Stored procedure---s,functions and triggers]
"29271:59":[]
"37778:0":[]
"21881:0":[VB.NET,ADO.NET,XML,SQL server 2005,Visual Studio.NET 2005,.NET Web services,AJAX,ASP.NET,SQL server 2008,Visual Studio.NET 2008,.NET Web services,C#,.Net Compact framework,.NET Web services. Visual Webgui,C#.NET,.NET Web services,SQL server 2000,MS CRM 3.0,Visual Studio.NET 2003,MS CRM 4.0,Access]
"5636:327":[]
"46500:12":"[Adobe Photoshop Notepad++ Total Commander cPanel 1--: 8.2,Adobe Photoshop Notepad++ Total Commander cPanel,Adobe Premier VirtualDub Edius Sound Forge Adobe After Effects]"
"23666:58":[OS Linux (Gentoo),PHP,C/C++,MySQL,XML,bash-scripting,Kdevelop,Netbeans,Python,OOP/OOD,Qt,PostgreSQL,Java]
"44716:0":[]
"32533:46":[]
"1921:48":[]
"32568:36":[--/--++,Java,Android,BlackBerry,(C / C + + ARM)]
"21738:72":[]
"50083:0":[]
"56900:0":[]
"27518:0":[]
"41177:11":[]
"49329:238":[]
"32068:0":[]
"18423:0":[]
"42112:36":[]
"32912:0":[]
"54430:18":[]
"33536:2":[]
"44955:59":[C &amp,VHDL (Atmel,Altera PLD),KNX,Control4,By-me,Modbus,Communication and analytical skills]
"15504:12":[]
"3853:0":[]
"51387:48":[]
"55865:0":[]
"37054:34":[]
"29613:180":[C#,IIS6/7,ASP.NET MVC3,NHibernate,Firebird/MS SQL,JavaScript/jQuery]
"13237:140":[]
"54630:59":[]
"46911:0":[]
"12949:23":[]
"11389:0":[]
"33283:0":[]
"30504:0":[]
"33270:0":[]
"42811:0":[]
"8203:384":[]
"54942:0":[]
"7140:0":[]
"49758:137":[]
"1219:55":[]
"5629:204":[]
"17819:0":[]
"35374:155":[]
"17383:96":[]
"48926:0":[]
"40785:0":[C#,Javascript,HTML,.NET,ASP.NET (WebForms)]
"31575:60":[]
"30583:8":[]
"37962:0":[]
"30681:45":[]
"57037:0":[]
"29820:13":[]
"43290:0":[]
"11418:134":[]
"32661:153":[]
"54509:75":[]
"19258:128":[]
"29760:12":[]
"950:98":[]
"43532:0":[]
"47389:84":[]
"21656:24":[]
"47385:169":[]
"31059:13":[]
"2670:0":[]
"45564:286":[]
"21469:112":[]
"49730:0":[php,javascript,jquery,MySQL,HTML5]
"15953:187":[]
"54890:0":[]
"52707:0":[]
"1399:53":[]
"34724:12":[]
"33265:0":[]
"40655:0":[]
"40273:0":[]
"37446:0":[]
"42739:13":[ASP.NET,Windows Azure,HTML,JS/JQuery,CSS,WCF,JSON,XML,SOAP,CMS Kentico,Excel,(SQL Server 2008,T-SQL,Power Designer,.NET,SQLite,Win Forms,Joomla CMS]
"1959:0":[]
"23733:35":[]
"23639:51":[]
"52765:80":[]
"23764:36":[]
"56739:36":[]
"5600:9":[]
"46146:8":[]
"38543:0":[]
"40281:0":[]
"27626:192":[]
"7461:116":[]
"7722:0":[]
"55753:0":[]
"51381:0":[]
"12437:0":[]
"10480:252":[]
"44443:0":[]
"24210:0":[]
"32245:0":[c++,qt,Opengl,]
"11803:0":[]
"26208:16":[]
"37267:44":[]
"48651:0":[]
"21230:0":"[C#.Net,Asp.Net Web Services,SQL Server 2000,BizTalk Server 2004,Microsoft Business Solution Navision. Nextel web services and APIs,Cingular web services and APIs,Asp.Net,JavaScript,Visual Studio 2005,Rational Rose,UML,NetCool/Webtop (a product of IBM),OQL,java,JSP,Shell Scripting,MySQL,Netcool/Precision (an ODMG standard object based database),C#.NET,.Net Active Reports,Dev Express Controls,.NET Active Reports,Dev Express Controls,Visio 2003,COM+,XML Technologies (DOM APIs XPath and X Query Language,Xpointer APIs),Visual Basic,ASP 3.0,VB Script. Visio 2003,VB.Net,Crystal Reports 9,Infragistics and Sync Fusion Essential Grid Third party controls. Rational Rose,Erwin. Role: Programmer/Developer,Crystal Reports,Rational Rose. Erwin]"
"49344:324":[]
"44553:0":[]
"35566:12":[]
"8456:127":[Ruby on Rails,PHP,HTML,CSS,Javascript,Scrum,Git,MySQL,PostgreSQL,Python,Subversion,Perl]
"26354:96":[]
"47594:29":[]
"51116:0":[]
"46485:96":[PHP4,PHP5 (OOP),MySQL,JavaScript,JQuery,BackBone,HTML,CSS,LESS,SOAP,XML-RPC,AJAX,MVC,RabbitMQ,SVN,Git,Template systems,OpenX,Yii Framework,Ubuntu,Zend Framework,Yii Framework]
"56476:48":[]
"17669:0":[]
"36109:0":[]
"28277:62":[Objective C,Xcode4,IOS,Visual Studio 6,C/C++,STL,Win32 API,MFC,multithreading,sockets,DLL,Sybase,MSSQL,MYSQL,J2ME(NetBeans IDE)]
"47126:0":[]
"47926:0":[]
"48388:0":[]
"35007:0":[]
"32174:0":[]
"35763:143":[PHP5,Zend Framework,MySQL]
"53180:0":[]
"11878:12":[]
"32700:0":[]
"25302:36":[]
"32441:130":[Linux,Perl,Apache,MySQL,Java,XML,XSLT,Oracle 9i AS,J2EE,DB2,WebSphere,SunONE,Sybase ASA 9,Spring framework,Oracle Portal,Java EE]
"50217:0":[]
"35838:36":[]
"23555:41":[]
"45538:0":[]
"47085:48":[]
"33767:0":[]
"14127:0":[]
"10385:4":[]
"8864:24":[]
"37792:11":[XCode,Cocoa,GCD,Core Data,social api for Facebook and twitter]
"43567:0":[]
"17683:36":[]
"14354:164":"[Technologies: css,js,html,asp.net,Technologies and tools: JIRA,TestRail,Selenium,SoapUI,SQL Management Studio]"
"22553:47":[]
"8537:0":[]
"27762:133":[]
"11804:164":[]
"38139:0":[]
"7135:47":[]
"25636:96":[]
"31913:0":[]
"53669:0":[iOS,OSX,Objective-C,C++,JavaScript,NodeJS,C#,iOS,SQL,AJAX,NHibernate,C,STL,Algorithms,VB.Net,AJAX]
"15581:0":[]
"11696:0":[]
"17430:34":[DevExpress controls,.NET 2.0,Spring.NET 1.1,Iron Python]
"19444:0":[]
"36569:14":[]
"7116:0":[]
"43369:31":[]
"37408:23":[]
"7782:192":[]
"26173:36":[]
"38280:18":[HTTP,HTTPS,iOS 4.x-5.x,XCode,Objective C,IOS 4.x,5.x,Xcode]
"54286:45":[HTML5,LESS,Sightly,JavaScript-use AEM API,Java,JavaScript (modules developed as jQuery components),mocha,casper,chai (tests),Custom-written JS framework for this project,jQuery,Leaflet.js (for game map view),Phonegap,NodeJS (with Express.JS framework),Async (client &amp,server),passport.js (social auth),CouchDB (storing game rules and all kinds of session data),jasmine (tests),HTML5 Canvas API,ImpactJS,Impact++ (addition to ImpactJS),UnderscoreJS (utils),HowlerJS (sounds),HammerJS (user input events),qUnit (tests)]
"32285:0":[]
"49801:36":[]
"2104:0":[]
"5236:0":[]
"5212:300":[]
"23428:83":[PHP,HTML,CSS,AJAX,jQUERY,MySQL]
"15729:0":[]
"9240:0":[]
"17720:0":[]
"22027:0":[]
"2268:0":[]
"49717:165":[]
"31903:0":[]
"143:192":[]
"18242:0":[]
"11253:67":[]
"28002:30":[]
"22526:33":[]
"54037:0":[Java 8,Play Framework 1,Design Patterns,JPA,Morhia,MongoDB,Redis,Elasticsearch,Ehcache,Jsoup,Rythm,Nginx,Amazon S3,OAuth2,REST,Mercurial,JavaScript,Ajax,jQuery,Riot,Gulp,Browserify,CSS,Less,HTML,Java 6,Apache Struts 1,Beanpolicy Configuration System (similar to Spring DI),SQL,JDBC,JSP,Velocity,CSS,HTML,Apache Tomcat,JBoss,Apache HTTP Server,WebServices,SOAP,Atlassian Confluence,Atlassian JIRA,Jenkins,JUnit,Apache Ant,CVS,SVN]
"41654:59":"[C++,SQL,ADO,OLE,Borland C++ Builder 6,Excel,1C:7.7,1C:8.0,RDBMS,Terminal services,MS SQL 7.0,Barcode scanners]"
"50850:24":[PHP,HTML,CSS,NetBeans,Java,Javascript,SmartGWT,Spring,Hibernate,SVN,Eclipse,Intellij IDEA,TeamForge,ExtJS,Git,JIRA]
"47365:83":[]
"7613:69":"[: C# 2.0 --- 3.5,ASP.NET MVC 2.0,SCSF,Enterprise lib,DevExpress XPO,DevExpress UI components,MS SQL 2005,StartUML,SVN,TeamCity,Jira Greenhopper]"
"48533:12":[]
"25732:23":"[- databases(MS SQL 2005,MS SQL 2000),- MTA,MUA(MS Exchange 2007,Postfix),- LAN design,configuration and administration: --) VPN,distributed networks,b) routing/load balancing,- network services: --) proxy( Squid ),b) FTP( proftpd ),c) web-servi,,JavaScript: - AngularJS,- RaphaelJS,- Video/Audio API,- Socket.io,- Undescore,- Grunt: - Writing modules. - HTML,- CSS: - Less.js,- SASS/Compass. - Bash scripting,JavaScript: - AngularJS,- EmberJS,- Gulp. - HTML,- CSS: - Bootstrap,- Less.js. - Bash scripting,- Python,- Maven]"
"46949:36":[]
"48296:0":[]
"7531:63":[C,C++,C#,Borland C++ Builder,Win API,MS VS 2005,.NET Compact Framework,PCAD,.NET,LINQ,XML,MS Visual Studio 2008,AccuRev,Clear Quest Pro,ReqPro,UI Automation]
"33606:177":[]
"14987:128":[]
"18379:0":[]
"32584:0":[]
"52033:0":[]
"21104:53":[]
"22073:0":[]
"51303:0":"[DevOps: configuration UPP,platform version 8.2. Databases: MSSQL,PostgresSQL,MySQL,Backend: Rails 4,capybara,rspec,solr,devise,sidekiq,carrierwave,geocoder,faye,CoffeeScript,jQuery,AngularJS,haml,slim,less,scss. Databases: PostgreSQL,Redis. DevOps: Nginx,psql,Unicorn,Capistrano. Services: DigitalOcean,New Relic,Trello,Mandrill. Open Source: privat24 gem,Backend: codeigniter. Frontend: JavaScript,jQuery.ui,html,css. Databases: MySQL,memcached. DevOps: nginx,phpMyAdmin]"
"19951:0":[]
"9525:135":[]
"34494:0":[]
"54632:69":[]
"946:39":[]
"44889:49":[]
"35417:0":[]
"36699:84":[]
"30184:26":[]
"11057:12":[]
"42676:68":[]
"44406:0":[]
"24817:182":[]
"32953:0":[]
"43198:84":[]
"49753:0":[]
"11128:0":[]
"27523:0":[]
"24440:57":[]
"52338:50":[]
"1526:51":[]
"506:0":[]
"46592:0":[]
"33106:0":[Delphi,FireBird,SQL,requirements specification]
"24884:127":[]
"52046:0":[]
"28891:120":[]
"7842:60":[]
"42038:0":[]
"45398:0":[]
"28780:0":[]
"45517:23":[]
"11945:0":[]
"36565:0":[]
"20734:91":[]
"32478:24":[PHP,AJAX,MySQL,JavaScript,XML,Oracle RDBMS,JavaScript,Delphi,bug tracking,.Net WCF platform,Selenium WebDriver,Nunit,Selenium Grid 2,ANTS profiler,Linq,Jira,SVN]
"41898:54":[]
"55257:0":[]
"26471:3":[]
"55489:0":[]
"24758:115":[]
"55688:0":[]
"45938:8":[]
"9248:84":[]
"33924:0":[]
"8122:96":[]
"20900:328":[]
"23857:100":[]
"22763:107":[]
"32783:0":[]
"37333:165":[Windows 9x,NT/C++/Pascal/Borland C++ Builder 1-5]
"37964:84":[]
"24695:95":[XHTML,PHP,Javascript,jQuery,MySQL,Bitrix CMS,XHTML,MySQL,Ajax,Action Script 2.0,XML,jQuery. Site was made to view on Apple devices,tested on iPhone,iPad,iPod,writing additional scripts for sorting catalog,Writing additional scripts for synch with 1c,yandex-market,xml rests updates in products,Writing additional filters based on Ajax]
"45858:0":[---PHP 5.2,---php-framework php-fan,---ActionScript 3.0,---MySQL,---Mysqlworkbench,---jquery + ui + plugins,--- firebug,--- xdebug,---PHP 5.3,---Codigniter,---MS SQL Server 2008,--- HTML 5,---chrome dev tools,xdebug,---svn,---jira,---confluence,--- git,---Wordpress,--- jquery + plugins,--- firebug,---Microsoft Jscript,---MaxScript,---Photoshop JavaScript,--- 3ds max,--- Photoshop]
"47614:8":"[Methodoligies: Scrum. OS: Windows. RDBMS: MS SQL Server. Languages: C#,Javascript. Frameworks: ASP.NET MVC,knockoutjs. Tools: MS Visual Studio 2010,JetBrains Resharper,MS SQL Management Studio,Git,Redmine,Methodologies: Kanban. OS: Windows. DBMS: MongoDB. Languages: C#,Javascript,Python. Frameworks: ASP.NET MVC,ASP.NET WebApi,Angularjs,knockoutjs. Tools: MS Visual Studio 2012/2013,JetBrains WebStorm,JetBrains PyCharm,MongoVUE,Jenkins,SVN,Redmine,Assembla]"
"55675:0":[]
"41916:37":[]
"30465:36":[]
"57063:0":[]
"13884:0":[]
"37609:0":[]
"36434:12":[]
"22244:104":[]
"12601:124":[Java SE,GWT,Red5,Flash,MySQL,Linux,Mac,JIRA,SVN,Ant,IDEA,J2EE,Oracle,Weblogic 9.2,Web Services,ClearCase,Oracle DB,WebLogic AS,Eclipse,Ant/Maven,ClearQuest,Hudson,Sonar,MS Project,PHP,HTML,JavaScript,CSS,JQuery,Joomla,Drupal,Wordpress,Spring MVC,AJAX,JSON,Tomcat/Apache,JIRA,Java,Ruby on Rails,Erlang,Redis,Git]
"27969:0":[]
"27389:52":[]
"55863:0":[]
"24113:23":[]
"19298:5":[]
"2908:68":[]
"17328:66":[]
"53438:0":[]
"56356:96":[]
"40202:0":[]
"40748:384":[Ruby on Rails,JavaScript,JQuery,AJAX,Facebook Open Graph,SpreeCommerce]
"33160:35":[]
"12824:96":[]
"42402:0":[]
"8787:0":[]
"49740:0":[]
"7656:0":[]
"13868:0":[]
"57341:0":[Adobe Flash Professional,ActionScript,Flash Builder,FlashDevelop,Actionscript3,Flash Professional,FlashDevelop]
"18706:0":[]
"47344:68":[]
"4339:0":[]
"10234:192":[Windchill-,Optegra-- PDM,Java,Perl,Oracle,Unix,PHP,HTML,GUI AccessWare,Perl TMason,JavaScript,Apache,mod_perl,MySQL,SVN,Perl Template Toolkit,Tiger (monitoring system),STOP-Net,Goal v8,MSSQL]
"12830:0":[]
"55764:0":[]
"23893:120":[PHP5 OOP / MVC,MySQLi,AJAX,APIs (incl. billing/payment),JavaScript (jQuery,Prototype),Smarty,GIT/SVN,Memcached,Sphinx,Apache,nginx+php-fpm,JIRA,PHP4-5,MySQL,jQuery,SVN,mplayer + ffmpeg + vlc,lighttpd,Linux (CentOS),FreeBSD,CMS (Drupal,WordPress)]
"5955:240":[]
"29576:13":[]
"37363:146":[]
"44077:68":[]
"11420:107":[]
"36489:67":"[Tools: QDesigner,.Net IDE,Toad,Frameworks &amp,Technologies:.Net C#,Oracle 10g,PL/SQL]"
"41920:0":[]
"31808:0":[]
"53943:0":[]
"40571:0":[]
"25449:3":[]
"50927:0":[]
"35172:36":[MS VS 6/8,Oracle SQL Developer,MKS,C++,JDBC,CORBA,SQL,Perl]
"55461:240":[]
"30468:0":"[Factory,Iplanet (Web Head),MVC Development Framework Design (n-tier development),Calico,Seibel,Tibco (App Maintenance),UML (Rational Rose),Exceed (XWindow/Motif Emulation Console for PC).Interwoven (Content Manager and Versioning Control),Oracle Store Procedures (PL/SQL),Unix Shell (Korn),Java,ColdFusion,ULTRA10,SparcServer (Sun Microsystem). PL-SQL Developer,BroadVision,J2EE (Struts,Servlets),Java Mail API,KShell,BourneShell,Visual Basic Scripting(vbs),Visual Interdev (ASPs,COM,COM+),Visual Basic,WebClasses,Jakarta Struts (JSTL,Taglibs),JDBC,HomeSite,CVS,UML,SQLR,Oracle9i-8i,SQL Server, MySQL,Toad,ErWin,PL-SQL Developer,WSAD v5.0,HATS (Host Access Transaction Server),J2EE,LDAP (Tivoli Access Management),J2ee,WSAD (Development Environment),JUnit,JMeter,Dreamweaver,XSL-XSLT,ErWin,DB2,WSAD v5.1.1,Cobol CICS,IBM DB2,Java Connectors (CTG CICS Transaction Gateway v5.0) (Using ECI &amp,&amp,CCI with J2EE Advanced Connectors Architecture and Resource Adapters),Cloudscape v.5.0 &amp,Derby 10,Rational XDE,J-Unit,Struts 1.2,J2EE v1.3,JDK 1.4,EJB Stateless Session Beans,Web Services,SOAP,WSDL,XML-RPC,JAXP,XPATH,Xalan2.0,JDOM,Log4J,Spring,Execution Services,IDEAL/ DataComm,C/ C++ Documentation Tools AIX,Deployment Descriptors,Web Sphere Application Server (WAS v5.1),Web Logic v8.0,IBM Weblogic2WebSphere Migration Tool,Eclipse 3.1.2 with WTP,HTTP Services,Visual Studio .NET,Adobe Flex Builder 2.0,Yahoo Maps API,Design Patterns Used: Factory Method,Facade,DAO,Value Objects (View Helpers). FireStorm DAO (To generate the DAO Layer),Spring AOP,Spring Core. JSF,NHibernate,RAD 7.0,RSA 6.0,Websphere Portal Server 5.0 / 6.0,WAS 5.1 / 6.0,JUnit4,Maven 2.0,Spring 2.0,HSBC---s Execution Services 6.0,RBPM,IFW,Spring MC,CICS Transaction Gateway,Websphere MQ,JCL,TSO,IBM Websphere Message Broker,GSI,Mockito. Design Patterns Used: Publish Subscribe / Mechanism,IoC,Responsibility Chain,Dependency Injection,Command and Business Delegate,DAO (Factories and DTOs),Spring,JQuery,Mockito,EasyMock,Adobe Flex 3.0,Flex Mate 0.9,BlaseDS,Java Swing,Hudson,Maven 2.1,Eclipse,JMF,Java Zoom Mp3 Library. Design Patterns Used: Decorator,Strategy,Proxy,JBoss Portal,Lucene,XSLT,JSTL  Design Patterns Used: Decorator,Proxy,JDeveloper 11g,Weblogic 11g,JSF 1.2/ Oracle ADF 11g,EasyMock and Mockito,JPA20,TopLink and EclipseLink. JDeveloper.  Design Patterns Used: Factory,Strategy,RAD 7.5,RestEasy (JAXB-RS),JSTL,JPA2 + Hibernate,Squirrel DB,Oracle 10/11g,PLSQL Design Patterns Used: Factory,Proxy,Business Delegate]"
"9461:27":[]
"41748:24":[]
"19387:67":[]
"28177:144":[]
"44290:49":[]
"50392:0":[]
"55975:12":[]
